Altitude,Temperature,Pressure,Voltage
59.61290698102806,26.49286999523956,977.9595791889644,11.712989072843765
421.65494626156425,29.767114881335058,983.4245559053447,11.014937779069895
175.78876488659918,25.550354976884634,906.9783898905398,11.641361264503946
148.86934003277975,22.15268122758504,948.3746648281755,11.964981643374264
406.3287228314455,20.130389970480916,938.0449378036471,11.378334285184014
111.3650151320208,29.427498223311527,921.1507915740848,11.919252058565842
71.91162036481458,21.905333640909447,903.1533015902517,11.591487012686986
420.793835826748,23.638010295750497,913.994105603196,11.05827444051477
170.74941294642431,24.205167476926377,987.7150280529336,11.982039146264873
388.2542625564513,21.129001435806146,932.0854846412909,11.464834001024357
231.23402205040543,25.128232216441436,924.6908758812854,11.397365075428539
299.1622834398273,22.91983237651732,926.131457902613,11.834514721282513
312.9952676716447,29.116320436247022,959.8806478277942,11.38695646223728
225.34160448523156,22.319666177763242,976.5035217578192,11.469313562207166
173.99465220116207,28.091587127571103,980.4662985638022,11.571915932324304
242.15439914953762,24.559279146077387,962.6228175643311,11.496050079401394
331.5337627828106,26.129817813182065,950.251504311448,11.310412088059199
448.080577489117,28.669922707997948,985.3596554189979,11.422873904563033
481.4337491911248,21.27000595727158,945.3884558193378,11.592298956155155
244.96663918659257,24.049074736124265,911.5699652280819,11.468720680932757
381.4154486505961,28.990735911823982,997.115753497309,11.203825612831773
366.04176878519377,25.560336145395603,936.6275359392217,11.738108567618438
381.13001930300993,25.265673618961966,989.2138437159549,11.431584006557916
450.9347660124032,29.172417296470762,956.6716386538051,11.004496154787578
185.20255725026814,29.386270227818656,947.1011499902261,11.250192258887552
134.97579913055569,29.642615347691407,976.9478972649491,11.228363517823452
383.3299101240875,28.15775574766726,943.4008894281341,11.50437858646038
245.40779935983198,24.10183415837558,987.3736952916965,11.08775801996656
254.56564209883382,28.07418027949538,904.1006836392327,11.955401085478726
386.2354879042033,27.499215030510175,983.8581403992144,11.133626376924413
297.29267712705604,25.417600821393275,928.6677164909313,11.273239317408352
288.29470709290536,25.211393264521686,996.1126909122617,11.481799248696925
394.77388932296225,25.388642164988894,973.5798716402549,11.705173433366165
371.21669175743835,23.375209902101517,977.752139395315,11.063499630046246
342.32935670219126,24.10326434617796,935.3692962215179,11.355646539732383
449.6267370800451,28.362564858926813,964.9265239989699,11.6708371469742
244.65451521470882,29.972605855276818,916.1589225438628,11.667285500448564
94.0218753124249,22.01504994069196,907.0853956780494,11.718064378200616
215.55229465042285,21.946481362623505,947.3971861819766,11.20914190869413
84.72166088619248,22.35890416100564,903.3008709289297,11.326762486115943
249.78430934847367,24.96491549748692,982.2156408105888,11.277261486087887
414.64256795945016,25.86200752274611,946.1254025012466,11.665421043690957
